Date,Open,High,Low,Close,Adj Close,Volume
2023-04-17,44.000000,44.000000,43.450001,43.779999,42.790894,3693300
2023-04-18,44.139999,44.400002,43.860001,44.040001,43.045017,3709800
2023-04-19,43.849998,44.150002,43.529999,43.709999,42.722469,4043300
2023-04-20,43.349998,43.709999,43.220001,43.380001,42.399929,3624400
2023-04-21,43.369999,43.369999,42.759998,43.110001,42.136028,3139200
2023-04-24,43.279999,44.139999,43.180000,43.860001,42.869087,4216500
2023-04-25,43.580002,44.180000,43.549999,44.009998,43.015694,5938300
2023-04-26,43.500000,44.430000,43.220001,43.360001,42.380383,8552700
2023-04-27,45.139999,45.860001,44.040001,45.560001,44.530678,11144600
2023-04-28,45.520000,46.669998,45.389999,46.430000,45.381023,6704400
2023-05-01,46.020000,46.349998,45.410000,45.660000,44.628418,4220800
2023-05-02,45.610001,45.660000,44.520000,45.119999,44.100613,4035100
2023-05-03,45.290001,45.770000,44.610001,44.770000,43.758530,4686200
2023-05-04,44.970001,44.980000,44.279999,44.380001,43.377335,3301500
2023-05-05,44.720001,45.709999,44.630001,45.630001,44.599098,5206400
2023-05-08,45.790001,46.340000,45.470001,46.209999,45.165989,3781700
2023-05-09,45.910000,46.380001,45.520000,45.810001,44.775028,3785000
2023-05-10,46.209999,46.349998,45.240002,45.820000,44.784801,4297800
2023-05-11,45.830002,45.900002,45.470001,45.779999,44.745708,3847500
2023-05-12,45.700001,45.830002,44.639999,44.910000,43.895359,3690400
2023-05-15,44.910000,45.480000,44.560001,45.130001,44.110394,4196500
2023-05-16,44.619999,44.619999,43.020000,43.029999,42.057831,5570900
2023-05-17,43.060001,43.959999,42.959999,43.880001,42.888630,4442500
2023-05-18,43.810001,44.180000,43.439999,44.119999,43.123207,3240800
2023-05-19,44.090000,44.189999,43.150002,43.480000,42.497665,4278000
2023-05-22,43.919998,44.230000,43.750000,44.119999,43.123207,4693200
2023-05-23,44.000000,44.180000,43.150002,43.779999,42.790894,4139000
2023-05-24,43.959999,44.009998,43.040001,43.299999,42.321735,3486900
2023-05-25,43.090000,43.680000,42.930000,43.619999,42.634502,6799900
2023-05-26,43.560001,44.549999,43.520000,44.360001,43.357788,5128400
2023-05-30,44.250000,44.480000,43.340000,43.619999,42.634502,4906600
2023-05-31,43.259998,43.259998,42.009998,42.540001,41.818584,7695800
2023-06-01,42.799999,43.590000,42.529999,43.259998,42.526371,5235300
2023-06-02,43.330002,44.480000,43.270000,44.389999,43.637211,4641600
2023-06-05,44.770000,45.340000,44.290001,45.290001,44.521950,5661800
2023-06-06,45.220001,45.369999,44.840000,45.180000,44.413815,4537600
2023-06-07,45.240002,45.770000,44.849998,45.060001,44.295849,5663700
2023-06-08,45.549999,46.060001,45.349998,45.610001,44.836521,5308400
2023-06-09,45.639999,46.540001,45.639999,45.810001,45.033127,5049500
2023-06-12,45.849998,45.919998,45.020000,45.119999,44.354828,6150600
2023-06-13,45.299999,45.619999,45.009998,45.520000,44.748047,4215700
2023-06-14,45.590000,45.709999,44.639999,45.070000,44.305679,4655100
2023-06-15,44.939999,45.700001,44.380001,45.619999,44.846348,5059700
2023-06-16,45.610001,45.750000,44.919998,45.060001,44.295849,8591400
2023-06-20,44.930000,45.480000,44.619999,44.840000,44.079582,4175500
2023-06-21,44.820000,44.820000,44.080002,44.099998,43.352127,3745700
2023-06-22,44.150002,44.150002,43.610001,43.869999,43.126026,3621500
2023-06-23,43.480000,43.799999,43.110001,43.369999,42.634502,6229100
2023-06-26,43.459999,43.759998,43.259998,43.459999,42.722984,3551500
2023-06-27,43.580002,44.549999,43.480000,44.470001,43.715855,4758900
2023-06-28,44.430000,44.849998,44.240002,44.840000,44.079582,4186200
2023-06-29,44.910000,44.910000,44.330002,44.599998,43.843647,3278400
2023-06-30,45.000000,45.130001,44.290001,44.689999,43.932121,5212100
2023-07-03,44.660000,45.830002,44.599998,45.230000,44.462963,2771300
2023-07-05,45.230000,45.270000,44.630001,45.029999,44.266357,3394000
2023-07-06,44.270000,44.450001,43.549999,43.849998,43.106365,4572500
2023-07-07,43.689999,44.570000,43.680000,44.259998,43.509415,4252800
2023-07-10,44.130001,45.759998,44.119999,45.669998,44.895500,4703700
2023-07-11,46.000000,47.349998,45.959999,46.900002,46.104649,4998800
2023-07-12,47.500000,47.529999,46.330002,46.410000,45.622952,4969600
2023-07-13,46.720001,46.810001,46.080002,46.130001,45.347702,4172600
2023-07-14,46.049999,46.720001,45.820000,46.500000,45.711426,4131800
2023-07-17,46.060001,47.369999,45.959999,47.189999,46.389725,5192400
2023-07-18,46.919998,48.090000,46.919998,48.029999,47.215477,5550100
