Date,Open,High,Low,Close,Adj Close,Volume
2023-04-17,522.469971,524.340027,514.409973,518.820007,514.535645,708500
2023-04-18,516.049988,517.700012,510.070007,512.679993,508.446320,610100
2023-04-19,507.200012,508.000000,489.489990,492.899994,488.829681,1389800
2023-04-20,492.109985,492.109985,486.989990,490.309998,486.261047,1074200
2023-04-21,495.609985,497.929993,485.600006,491.209991,487.153625,1096900
2023-04-24,491.739990,504.250000,490.130005,501.730011,497.586761,1040800
2023-04-25,504.899994,508.859985,499.790009,501.690002,497.547119,867100
2023-04-26,510.000000,513.409973,496.000000,505.470001,501.295898,1487800
2023-04-27,506.730011,527.280029,506.160004,525.280029,520.942322,1039300
2023-04-28,526.359985,531.229980,523.270020,530.489990,526.109253,806100
2023-05-01,531.229980,539.280029,531.200012,535.130005,530.710938,792600
2023-05-02,536.099976,538.700012,530.270020,533.059998,528.658081,1026700
2023-05-03,535.000000,537.000000,526.570007,529.789978,525.415039,676100
2023-05-04,530.270020,530.700012,523.640015,528.500000,524.135681,549300
2023-05-05,531.169983,539.489990,531.169983,535.020020,530.601929,549900
2023-05-08,532.859985,537.409973,531.010010,535.960022,531.534180,672400
2023-05-09,537.200012,541.210022,526.530029,530.200012,525.821655,941100
2023-05-10,530.099976,533.210022,527.700012,529.630005,525.256470,646900
2023-05-11,529.000000,530.070007,525.309998,528.989990,524.621582,559000
2023-05-12,529.429993,529.989990,524.059998,527.349976,522.995239,459900
2023-05-15,525.219971,526.390015,521.130005,522.500000,518.185242,447000
2023-05-16,523.869995,526.989990,516.979980,518.349976,514.069458,630700
2023-05-17,519.599976,520.789978,512.330017,520.289978,515.993469,637500
2023-05-18,518.909973,518.909973,508.589996,513.869995,509.626556,874500
2023-05-19,513.919983,518.880005,511.279999,513.520020,509.279419,1034300
2023-05-22,514.940002,517.119995,511.559998,513.979980,509.735596,439400
2023-05-23,510.730011,512.500000,496.829987,506.929993,502.743805,944900
2023-05-24,508.600006,511.959991,504.859985,506.630005,502.446320,651000
2023-05-25,501.980011,502.429993,495.989990,500.070007,495.940491,722900
2023-05-26,499.730011,503.269989,495.269989,496.600006,492.499146,648800
2023-05-30,493.959991,501.519989,492.179993,495.100006,491.011536,705400
2023-05-31,495.869995,504.720001,495.320007,501.869995,497.725616,1992700
2023-06-01,502.980011,518.609985,502.850006,515.150024,510.895996,786500
2023-06-02,514.359985,523.010010,512.559998,520.780029,516.479492,785200
2023-06-05,522.510010,527.650024,521.130005,523.940002,519.613342,562400
2023-06-06,523.380005,523.669983,506.519989,511.119995,506.899200,1005400
2023-06-07,508.329987,511.399994,502.029999,504.690002,500.522339,924200
2023-06-08,501.589996,510.119995,501.329987,509.829987,505.619873,561400
2023-06-09,510.000000,519.669983,507.540009,513.340027,509.100891,661200
2023-06-12,513.539978,516.719971,508.519989,513.229980,508.991760,486900
2023-06-13,508.959991,515.780029,508.959991,512.630005,508.396759,792600
2023-06-14,456.489990,460.000000,435.000000,455.000000,451.242645,6917300
2023-06-15,456.269989,469.549988,454.290009,463.850006,460.019562,2885900
2023-06-16,451.619995,460.890015,443.750000,445.649994,441.969879,5295600
2023-06-20,442.209991,448.549988,439.119995,446.709991,443.021118,2218600
2023-06-21,443.670013,457.429993,443.480011,452.709991,448.971558,1586800
2023-06-22,455.700012,458.519989,452.019989,456.440002,452.670776,1190400
2023-06-23,451.519989,455.000000,445.359985,445.950012,442.267395,1985500
2023-06-26,446.000000,448.649994,442.519989,446.399994,442.713684,998100
2023-06-27,445.480011,447.059998,441.329987,445.920013,442.237640,1025500
2023-06-28,444.549988,447.279999,442.250000,444.829987,441.156647,820000
2023-06-29,446.130005,446.269989,442.970001,443.859985,441.072174,769100
2023-06-30,444.760010,449.130005,441.339996,447.130005,444.321625,1295800
2023-07-03,444.000000,447.630005,442.630005,446.269989,443.467041,569700
2023-07-05,447.950012,450.820007,444.220001,444.989990,442.195068,1346500
2023-07-06,442.239990,445.019989,440.589996,440.989990,438.220184,1358700
2023-07-07,436.679993,438.500000,429.630005,430.140015,427.438354,2187700
2023-07-10,430.660004,436.420013,427.209991,434.700012,431.969727,1578500
2023-07-11,434.559998,438.489990,433.380005,437.220001,434.473877,1215900
2023-07-12,440.049988,440.049988,423.970001,425.079987,422.410126,3183700
2023-07-13,427.459991,428.200012,423.290009,424.290009,421.625092,2387500
2023-07-14,435.799988,439.880005,433.100006,434.929993,432.198242,3255400
2023-07-17,433.329987,437.940002,432.000000,434.410004,431.681519,1188600
2023-07-18,434.660004,443.970001,432.760010,440.730011,437.961853,2232700
2023-07-19,454.070007,459.000000,444.940002,447.260010,444.450836,2068600
2023-07-20,451.500000,451.989990,445.769989,447.410004,444.599884,1897700
2023-07-21,448.829987,458.480011,447.359985,456.890015,454.020355,3146700
2023-07-24,456.950012,459.109985,452.399994,453.440002,450.592010,1440900
2023-07-25,453.339996,457.040009,450.880005,454.339996,451.486359,1549500
2023-07-26,454.269989,456.470001,447.549988,448.209991,445.394867,1226300
2023-07-27,448.799988,457.380005,448.369995,451.000000,448.167358,1811800
2023-07-28,453.220001,455.709991,445.720001,453.299988,450.452881,1504200
2023-07-31,455.040009,458.230011,451.519989,456.829987,453.960724,1151200
2023-08-01,458.230011,461.170013,455.100006,458.109985,455.232666,1532600
2023-08-02,484.119995,488.790009,478.170013,483.750000,480.711670,3297700
2023-08-03,483.190002,491.829987,480.760010,487.149994,484.090271,1871300
2023-08-04,489.459991,491.549988,484.170013,484.279999,481.238342,1425500
2023-08-07,485.940002,497.989990,484.739990,494.670013,491.563049,1643500
2023-08-08,493.059998,496.190002,489.329987,493.220001,490.122131,976600
2023-08-09,493.489990,498.500000,490.700012,493.380005,490.281158,876000
2023-08-10,494.260010,500.359985,493.630005,495.029999,491.920776,746900
2023-08-11,495.940002,497.140015,492.959991,493.910004,490.807831,657800
2023-08-14,494.540009,499.160004,493.660004,497.209991,494.087067,632800
2023-08-15,495.950012,496.779999,492.359985,495.309998,492.199036,889900
2023-08-16,495.769989,499.140015,492.459991,494.660004,491.553131,817700
2023-08-17,492.970001,495.750000,487.209991,488.739990,485.670319,1128500
2023-08-18,488.500000,492.940002,487.549988,490.390015,487.309967,706600
2023-08-21,487.779999,491.970001,487.250000,491.279999,488.194336,747700
2023-08-22,488.339996,492.679993,483.260010,484.190002,481.148865,725700
2023-08-23,485.600006,485.720001,479.179993,481.429993,478.406189,725200
2023-08-24,481.470001,486.929993,480.149994,482.630005,479.598663,830700
2023-08-25,483.179993,485.450012,478.549988,478.940002,475.931824,579200
2023-08-28,479.200012,482.079987,478.040009,480.640015,477.621216,491900
2023-08-29,480.309998,482.369995,477.390015,481.299988,478.277039,513400
2023-08-30,481.709991,483.970001,474.600006,475.260010,472.274994,1107900
2023-08-31,477.179993,477.179993,461.279999,461.630005,458.730591,1541100
2023-09-01,464.000000,466.619995,456.010010,460.609985,457.716949,991300
2023-09-05,460.950012,473.910004,459.399994,470.220001,467.266632,1159500
2023-09-06,469.390015,470.940002,461.880005,465.070007,462.148956,956500
2023-09-07,467.239990,474.970001,465.640015,471.980011,469.015564,829600
2023-09-08,471.950012,471.950012,464.609985,467.730011,464.792267,909700
2023-09-11,468.820007,472.929993,465.079987,467.179993,464.245697,757800
2023-09-12,465.690002,472.390015,460.380005,469.070007,466.123840,808600
2023-09-13,471.029999,479.809998,460.950012,472.500000,469.532318,1605900
2023-09-14,476.299988,478.450012,468.109985,471.570007,468.608154,656900
2023-09-15,470.440002,474.989990,469.059998,470.769989,467.813171,1181500
2023-09-18,474.649994,474.649994,468.790009,474.019989,471.042755,649900
2023-09-19,473.880005,477.799988,470.869995,473.799988,470.824127,782800
2023-09-20,475.769989,486.059998,471.489990,484.769989,481.725220,1035000
2023-09-21,486.589996,498.809998,486.029999,494.059998,490.956879,2111600
2023-09-22,493.730011,499.049988,490.440002,494.059998,490.956879,946200
2023-09-25,495.329987,501.709991,493.010010,501.070007,497.922852,679200
2023-09-26,500.309998,500.790009,492.559998,493.000000,489.903503,756700
2023-09-27,492.910004,494.510010,488.320007,493.570007,490.469971,677900
2023-09-28,495.589996,501.820007,490.089996,495.209991,492.983612,814300
2023-09-29,494.600006,495.420013,486.450012,486.519989,484.332672,1005000
2023-10-02,486.239990,493.940002,479.350006,491.739990,489.529236,1001000
2023-10-03,489.010010,491.450012,485.200012,488.440002,486.244049,625500
2023-10-04,488.570007,489.670013,482.470001,485.779999,483.596008,1140200
2023-10-05,486.640015,489.690002,484.250000,488.980011,486.781647,850000
2023-10-06,489.500000,503.109985,489.000000,498.170013,495.930328,803800
2023-10-09,498.359985,503.000000,495.000000,501.540009,499.285187,716200
2023-10-10,501.540009,503.519989,498.420013,500.399994,498.150269,1014900
2023-10-11,494.000000,497.480011,486.600006,493.420013,491.201691,1587300
2023-10-12,493.399994,503.000000,489.119995,499.809998,497.562927,1167500
2023-10-13,507.750000,514.659973,500.119995,505.970001,503.695251,1533300
2023-10-16,515.000000,525.799988,512.929993,524.210022,521.853271,1482900
2023-10-17,525.809998,530.539978,519.599976,519.869995,517.532776,714100
2023-10-18,526.599976,529.859985,520.599976,521.690002,519.344543,1047200
2023-10-19,520.989990,524.979980,517.849976,522.719971,520.369873,836000
2023-10-20,524.979980,527.130005,519.500000,521.150024,518.807068,1008700
2023-10-23,519.869995,520.789978,513.169983,515.479980,513.162476,568900
2023-10-24,517.869995,524.429993,515.859985,516.349976,514.028564,545600
2023-10-25,518.690002,524.849976,513.000000,522.770020,520.419739,733800
2023-10-26,518.820007,521.140015,512.340027,513.369995,511.061951,688200
2023-10-27,510.559998,516.099976,508.350006,510.190002,507.896271,758600
2023-10-30,511.380005,520.489990,508.769989,517.969971,515.641296,1093800
2023-10-31,520.599976,525.489990,518.450012,523.690002,521.335571,1282800
2023-11-01,500.339996,516.000000,488.730011,489.359985,487.159882,2752700
2023-11-02,484.489990,488.000000,471.799988,481.399994,479.235718,2604500
2023-11-03,478.459991,483.809998,475.059998,477.010010,474.865448,1452700
2023-11-06,478.000000,490.149994,473.750000,487.309998,485.119141,1546400
2023-11-07,490.790009,503.640015,490.769989,498.179993,495.940277,1845900
2023-11-08,499.649994,503.049988,487.649994,488.260010,486.064880,911400
2023-11-09,488.279999,498.200012,486.859985,495.179993,492.953766,1056400
2023-11-10,496.570007,497.130005,488.950012,493.109985,490.893036,691800
2023-11-13,493.029999,498.399994,492.670013,497.149994,494.914886,550500
2023-11-14,490.980011,505.380005,490.179993,501.950012,499.693329,1121100
2023-11-15,500.140015,509.230011,495.529999,506.790009,504.511566,1107300
2023-11-16,507.079987,520.000000,507.079987,512.909973,510.604034,1053800
2023-11-17,513.669983,513.669983,496.040009,498.089996,495.850677,1499600
2023-11-20,497.559998,502.600006,494.730011,501.790009,499.534058,1066000
2023-11-21,502.410004,508.890015,500.369995,507.070007,504.790314,708500
2023-11-22,510.649994,516.830017,507.000000,515.599976,513.281921,892100
2023-11-24,519.000000,520.789978,514.450012,518.260010,515.929993,312000
2023-11-27,520.309998,527.179993,510.429993,510.709991,508.413940,986300
2023-11-28,511.839996,515.390015,510.369995,510.450012,508.155121,718100
2023-11-29,496.010010,526.469971,480.359985,482.410004,480.241180,5041800
2023-11-30,483.920013,489.579987,478.089996,484.859985,482.680115,4128300
2023-12-01,483.029999,504.790009,480.489990,495.209991,492.983612,2178500
2023-12-04,496.000000,498.769989,486.720001,491.980011,489.768158,1119400
2023-12-05,492.559998,502.730011,488.290009,500.350006,498.100494,1197100
2023-12-06,497.260010,498.170013,483.220001,483.799988,481.624908,1734100
2023-12-07,484.640015,485.350006,472.130005,480.299988,478.140625,2022600
2023-12-08,482.690002,482.690002,475.059998,481.619995,479.454712,1083100
2023-12-11,482.630005,483.000000,467.380005,476.609985,474.467224,2389600
2023-12-12,480.000000,483.820007,477.799988,481.940002,479.773285,1645700
2023-12-13,481.940002,488.890015,480.109985,488.089996,485.895630,1036100
2023-12-14,486.000000,486.000000,466.670013,469.049988,466.941223,2396000
2023-12-15,467.559998,467.899994,459.260010,461.459991,459.385345,2763000
2023-12-18,461.140015,462.070007,455.899994,460.029999,457.961792,1803600
2023-12-19,458.010010,463.739990,456.500000,463.579987,461.495819,1331400
2023-12-20,462.209991,462.209991,451.579987,451.890015,449.858368,1928000
2023-12-21,452.570007,454.950012,451.070007,453.940002,451.899170,1554600
2023-12-22,454.880005,455.290009,451.540009,453.200012,451.162506,1054100
2023-12-26,451.880005,453.559998,449.760010,452.829987,450.794128,912700
2023-12-27,452.549988,453.000000,448.910004,451.420013,449.390503,1517200
2023-12-28,450.700012,459.209991,450.000000,455.609985,454.452576,1035000
2023-12-29,457.149994,458.929993,454.899994,457.809998,456.647003,803900
2024-01-02,459.739990,471.549988,458.149994,470.100006,468.905792,1966900
2024-01-03,474.910004,475.000000,463.839996,464.519989,463.339935,1307400
2024-01-04,469.100006,471.369995,466.170013,466.540009,465.354828,951800
2024-01-05,464.029999,464.750000,453.730011,458.269989,457.105835,1692700
2024-01-08,458.980011,464.380005,451.989990,460.739990,459.569550,1584500
2024-01-09,462.079987,462.079987,455.880005,459.299988,458.133209,1430300
2024-01-10,458.059998,460.359985,456.160004,459.079987,457.913757,1151600
2024-01-11,457.290009,459.760010,453.359985,454.989990,453.834167,1162100
2024-01-12,430.910004,444.989990,429.130005,438.709991,437.595520,2742900
2024-01-16,441.480011,441.480011,433.559998,438.790009,437.675323,1831300
2024-01-17,440.940002,455.529999,439.359985,447.760010,446.622528,2529700
2024-01-18,392.440002,415.730011,390.500000,411.980011,410.933441,9405300
2024-01-19,410.500000,412.390015,400.970001,401.529999,400.509979,3022100
2024-01-22,400.000000,411.720001,397.000000,409.649994,408.609344,2447800
2024-01-23,408.029999,410.269989,404.000000,407.519989,406.484741,1615700
2024-01-24,407.070007,411.799988,400.980011,402.399994,401.377747,2120400
