Date,Open,High,Low,Close,Adj Close,Volume
2022-04-18,461.679993,474.170013,460.600006,469.040009,462.652069,989300
2022-04-19,466.299988,485.660004,464.910004,485.070007,478.463715,1184300
2022-04-20,487.579987,492.369995,481.239990,481.950012,475.386230,1184600
2022-04-21,484.829987,491.630005,463.559998,465.649994,459.308197,1426600
2022-04-22,466.260010,468.019989,442.779999,443.290009,437.252716,1699300
2022-04-25,441.589996,447.429993,433.600006,446.929993,440.843170,2094000
2022-04-26,444.549988,445.269989,421.109985,421.350006,415.611481,2218200
2022-04-27,421.170013,428.820007,416.160004,418.250000,412.553711,1927900
2022-04-28,423.989990,448.010010,421.790009,444.579987,438.525146,1791000
2022-04-29,441.570007,442.500000,417.630005,418.750000,413.046906,1898500
2022-05-02,420.079987,427.899994,413.230011,427.010010,421.194427,1778700
2022-05-03,429.619995,433.540009,425.660004,430.839996,424.972290,1324300
2022-05-04,432.000000,448.350006,418.160004,447.920013,441.819672,1599300
2022-05-05,437.869995,439.750000,404.769989,409.859985,404.277985,2110600
2022-05-06,406.179993,406.540009,390.809998,395.709991,390.320679,1989700
2022-05-09,386.829987,390.929993,363.769989,367.010010,362.011627,3485200
2022-05-10,381.670013,383.470001,364.510010,371.190002,366.134674,2271000
2022-05-11,366.850006,376.429993,354.519989,356.170013,351.319214,2563400
2022-05-12,342.570007,355.470001,339.359985,353.890015,349.070343,3268000
2022-05-13,362.100006,376.950012,360.609985,371.760010,366.696930,1894200
2022-05-16,370.100006,370.329987,356.390015,359.589996,354.692657,1554800
2022-05-17,369.100006,373.730011,359.220001,371.869995,366.805450,1643100
2022-05-18,364.149994,368.839996,351.899994,353.309998,348.498169,1721100
2022-05-19,355.559998,369.119995,354.660004,362.329987,357.395325,2102900
2022-05-20,367.820007,371.790009,356.269989,367.779999,362.771118,1921600
2022-05-23,371.149994,372.000000,363.000000,371.369995,366.312225,1799400
2022-05-24,363.109985,365.709991,355.739990,358.970001,354.081055,2877700
2022-05-25,372.790009,395.579987,363.500000,388.450012,383.159607,5277100
2022-05-26,386.290009,414.000000,385.850006,406.420013,400.884888,3508100
2022-05-27,411.000000,422.829987,410.690002,422.480011,416.726166,2932400
2022-05-31,419.820007,425.000000,412.570007,414.459991,408.815369,4297700
2022-06-01,420.209991,424.589996,406.359985,408.369995,402.808319,1598400
2022-06-02,409.359985,427.250000,408.480011,426.859985,421.046417,1453400
2022-06-03,416.700012,420.679993,405.380005,408.950012,403.380371,1519000
2022-06-06,416.579987,419.859985,406.750000,408.970001,403.400116,859900
2022-06-07,404.109985,418.750000,403.149994,416.649994,410.975525,1218100
2022-06-08,415.339996,420.179993,412.359985,414.459991,408.815369,1335100
2022-06-09,409.549988,414.420013,400.109985,400.549988,395.094788,1186300
2022-06-10,390.399994,393.399994,378.839996,381.220001,376.028076,2197200
2022-06-13,368.290009,372.989990,361.760010,363.989990,359.032684,2191200
2022-06-14,366.809998,371.109985,359.839996,364.779999,359.811951,1401500
2022-06-15,370.390015,386.790009,368.470001,378.540009,373.384613,1830300
2022-06-16,365.459991,370.399994,355.220001,359.630005,354.732086,2106100
2022-06-17,363.049988,375.160004,362.540009,369.709991,364.674866,2776200
2022-06-21,377.040009,383.029999,374.399994,377.429993,372.289703,2019000
2022-06-22,371.769989,391.149994,371.559998,380.839996,375.653259,1773500
2022-06-23,387.309998,401.480011,380.799988,400.750000,395.292084,2111700
2022-06-24,407.769989,419.679993,407.329987,417.619995,411.932343,2632900
2022-06-27,415.359985,420.000000,402.820007,404.720001,399.208038,1783800
2022-06-28,405.750000,409.769989,384.489990,386.290009,381.028992,1631100
2022-06-29,389.380005,392.549988,382.739990,389.660004,384.353088,1066300
2022-06-30,387.700012,389.579987,376.179993,385.440002,380.190582,1670400
2022-07-01,382.500000,391.130005,378.079987,388.309998,383.021515,1133800
2022-07-05,384.769989,400.339996,380.329987,400.220001,394.769318,1590500
2022-07-06,403.339996,408.579987,396.730011,404.910004,399.395416,1356400
2022-07-07,399.369995,411.619995,397.869995,410.839996,405.244659,1585100
2022-07-08,402.410004,409.799988,398.220001,406.809998,401.934814,1173100
2022-07-11,404.649994,406.940002,395.369995,402.559998,397.735748,1019400
2022-07-12,405.119995,406.000000,381.130005,385.869995,381.245758,1611300
2022-07-13,376.989990,387.160004,373.950012,383.309998,378.716461,1255400
2022-07-14,380.579987,383.359985,370.769989,379.869995,375.317688,1312400
2022-07-15,388.040009,394.440002,382.670013,392.959991,388.250793,1520700
2022-07-18,396.049988,400.000000,386.720001,388.250000,383.597198,1085600
2022-07-19,397.619995,404.589996,391.149994,403.859985,399.020172,1358900
2022-07-20,408.350006,422.440002,405.890015,420.450012,415.411407,1663600
2022-07-21,420.579987,436.869995,420.579987,434.700012,429.490601,2076400
2022-07-22,436.690002,446.000000,429.170013,434.739990,429.530090,1590300
2022-07-25,431.609985,432.720001,422.070007,426.200012,421.092468,1026500
2022-07-26,423.859985,424.489990,409.410004,414.220001,409.256012,1540000
2022-07-27,418.109985,437.119995,416.709991,433.160004,427.969025,1758500
